task,model,format,file,error,error_message
character,falcon,yaml,93.txt,incorrect_syntax,"while scanning a simple key
  in ""<unicode string>"", line 23, column 7:
          ...
          ^
could not find expected ':'
  in ""<unicode string>"", line 24, column 1:
    
    ^"
character,falcon,yaml,94.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,gpt-3.5-turbo,xml,29.txt,incorrect_syntax,"mismatched tag: line 3, column 14"
character,gpt-3.5-turbo,xml,68.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 13"
character,gpt-3.5-turbo,xml,70.txt,incorrect_syntax,"not well-formed (invalid token): line 9, column 13"
character,gpt-3.5-turbo,xml,86.txt,incorrect_syntax,"not well-formed (invalid token): line 9, column 13"
character,gpt-3.5-turbo,yaml,16.txt,incorrect_syntax,"while scanning a simple key
  in ""<unicode string>"", line 4, column 5:
        background:Born in a small villa ... 
        ^
could not find expected ':'
  in ""<unicode string>"", line 5, column 5:
        first_name: Elena
        ^"
character,llama-2,json,70.txt,empty_response,Expecting property name enclosed in double quotes: line 16 column 37 (char 540)
character,llama-2,xml,10.txt,incorrect_syntax,"not well-formed (invalid token): line 16, column 29"
character,llama-2,xml,11.txt,incorrect_syntax,"mismatched tag: line 7, column 24"
character,llama-2,xml,17.txt,incorrect_syntax,"mismatched tag: line 6, column 15"
character,llama-2,xml,27.txt,incorrect_syntax,"not well-formed (invalid token): line 16, column 28"
character,llama-2,xml,29.txt,incorrect_syntax,"mismatched tag: line 11, column 38"
character,llama-2,xml,30.txt,incorrect_syntax,"not well-formed (invalid token): line 13, column 23"
character,llama-2,xml,33.txt,incorrect_syntax,"not well-formed (invalid token): line 14, column 28"
character,llama-2,xml,46.txt,incorrect_syntax,"not well-formed (invalid token): line 13, column 28"
character,llama-2,xml,5.txt,incorrect_syntax,"mismatched tag: line 9, column 25"
character,llama-2,xml,52.txt,incorrect_syntax,"mismatched tag: line 6, column 21"
character,llama-2,xml,55.txt,incorrect_syntax,"not well-formed (invalid token): line 1, column 0"
character,llama-2,xml,56.txt,incorrect_syntax,"mismatched tag: line 6, column 40"
character,llama-2,xml,60.txt,incorrect_syntax,"mismatched tag: line 7, column 21"
character,llama-2,xml,65.txt,incorrect_syntax,"not well-formed (invalid token): line 14, column 36"
character,llama-2,xml,69.txt,incorrect_syntax,"not well-formed (invalid token): line 16, column 25"
character,llama-2,xml,7.txt,incorrect_syntax,"not well-formed (invalid token): line 7, column 18"
character,llama-2,xml,74.txt,incorrect_syntax,"mismatched tag: line 9, column 55"
character,llama-2,xml,79.txt,incorrect_syntax,"mismatched tag: line 7, column 25"
character,llama-2,xml,8.txt,incorrect_syntax,"not well-formed (invalid token): line 14, column 32"
character,llama-2,xml,80.txt,key_completeness,The key 'game' is missing.
character,llama-2,xml,83.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 23"
character,llama-2,xml,85.txt,incorrect_syntax,"not well-formed (invalid token): line 16, column 30"
character,llama-2,xml,90.txt,incorrect_syntax,"not well-formed (invalid token): line 14, column 36"
character,llama-2,xml,93.txt,incorrect_syntax,"not well-formed (invalid token): line 10, column 26"
character,llama-2,xml,95.txt,incorrect_syntax,"not well-formed (invalid token): line 7, column 22"
character,llama-2,yaml,14.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 11, column 7:
          - eye_color: brown
          ^
expected <block end>, but found '?'
  in ""<unicode string>"", line 16, column 7:
          place_of_birth: USA
          ^"
character,llama-2,yaml,24.txt,empty_response,No YAML content found
character,llama-2,yaml,46.txt,incorrect_syntax,"while parsing a flow node
expected the node content, but found '-'
  in ""<unicode string>"", line 9, column 11:
              - {
              ^"
character,llama-2,yaml,50.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: black
          ^"
character,llama-2,yaml,6.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: black
          ^"
character,llama-2,yaml,60.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 7:
          - eye_color: green
          ^
expected <block end>, but found '?'
  in ""<unicode string>"", line 14, column 7:
          place_of_birth: New York
          ^"
character,llama-2,yaml,63.txt,empty_response,No YAML content found
character,llama-2,yaml,68.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 10, column 11:
              - experience: ""experience""
              ^
expected <block end>, but found '?'
  in ""<unicode string>"", line 11, column 11:
              family: ""family""
              ^"
character,llama-2,yaml,71.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ``` [/INST]
    ^"
character,llama-2,yaml,72.txt,empty_response,No YAML content found
character,llama-2,yaml,8.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,86.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 10, column 19:
            hair_color: black
                      ^"
character,llama-2,yaml,87.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,96.txt,incorrect_syntax,"while scanning a simple key
  in ""<unicode string>"", line 4, column 5:
        background:Born in a small town  ... 
        ^
could not find expected ':'
  in ""<unicode string>"", line 5, column 5:
        first_name: John
        ^"
character,llama3.1-70b,xml,18.txt,incorrect_syntax,"not well-formed (invalid token): line 7, column 25"
character,llama3.1-70b,xml,44.txt,incorrect_syntax,"mismatched tag: line 19, column 10"
character,llama3.1-70b,xml,63.txt,incorrect_syntax,"mismatched tag: line 19, column 10"
character,llama3.1-70b,xml,64.txt,incorrect_syntax,"not well-formed (invalid token): line 7, column 25"
character,mpt,xml,5.txt,incorrect_syntax,"not well-formed (invalid token): line 13, column 30"
character,mpt,yaml,23.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 3, column 19:
        age: exact_age: 12
                      ^"
character,mpt,yaml,92.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 4, column 5:
        age: exact_age
        ^
expected <block end>, but found '-'
  in ""<unicode string>"", line 21, column 5:
        - role: antagonist
        ^"
dialogue,falcon,xml,60.txt,incorrect_syntax,"mismatched tag: line 11, column 10"
dialogue,falcon,xml,61.txt,key_completeness,The key 'dialogues' is missing.
dialogue,falcon,xml,72.txt,incorrect_syntax,"not well-formed (invalid token): line 13, column 0"
dialogue,falcon,xml,82.txt,incorrect_syntax,"mismatched tag: line 20, column 3"
dialogue,falcon,yaml,1.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 6, column 1:
    ```
    ^"
dialogue,falcon,yaml,22.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: ""dialogue order""
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker:
        ^"
dialogue,falcon,yaml,29.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker name
        ^"
dialogue,falcon,yaml,31.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - speaker: <Player 1>
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        order: dialogue order
        ^"
dialogue,falcon,yaml,43.txt,key_completeness,The key 'game' is missing.
dialogue,falcon,yaml,45.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 3, column 5:
      - order: dialogue_order
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 5, column 18:
        text: '""Game's narrative or text on its own,  ... 
                     ^"
dialogue,falcon,yaml,52.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: 'YAML order'
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: 'speaker name'
        ^"
dialogue,falcon,yaml,7.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue_order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker_name
        ^"
dialogue,falcon,yaml,72.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 11, column 1:
    ```
    ^"
dialogue,falcon,yaml,73.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 1, column 1:
    game:
    ^
expected <block end>, but found '-'
  in ""<unicode string>"", line 10, column 1:
    - order: 2
    ^"
dialogue,falcon,yaml,79.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 6, column 1:
    ```
    ^"
dialogue,falcon,yaml,8.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 1, column 1:
    game:
    ^
expected <block end>, but found '-'
  in ""<unicode string>"", line 9, column 1:
    - message_text: ""This is an exam ... 
    ^"
dialogue,falcon,yaml,9.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 1, column 1:
    game:
    ^
expected <block end>, but found '-'
  in ""<unicode string>"", line 7, column 1:
    - player2:
    ^"
dialogue,falcon,yaml,92.txt,key_completeness,The key 'game' is missing.
dialogue,gemini-pro,yaml,11.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 17, column 63:
     ... h by completing the three trials:
                                         ^"
dialogue,gemini-pro,yaml,46.txt,incorrect_syntax,"while scanning a simple key
  in ""<unicode string>"", line 13, column 5:
        speaker:Emily
        ^
could not find expected ':'
  in ""<unicode string>"", line 14, column 5:
        text: A hidden passage awaits di ... 
        ^"
dialogue,gemini-pro,yaml,49.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: 1
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: Sophia
        ^"
dialogue,gemini-pro,yaml,69.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 1, column 1:
    game:
    ^
expected <block end>, but found '-'
  in ""<unicode string>"", line 11, column 1:
    - order: 11
    ^"
dialogue,gpt-3.5-turbo,xml,3.txt,incorrect_syntax,"mismatched tag: line 18, column 73"
dialogue,gpt-3.5-turbo,xml,37.txt,incorrect_syntax,"mismatched tag: line 30, column 68"
dialogue,gpt-3.5-turbo,xml,74.txt,incorrect_syntax,"mismatched tag: line 22, column 86"
dialogue,gpt-3.5-turbo,yaml,24.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 45, column 1:
    ```
    ^"
dialogue,gpt-4,yaml,39.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 8, column 49:
     ... terested in the book ""The Cosmos: A Spacetime Odyssey.""
                                         ^"
dialogue,gpt-4,yaml,65.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 6, column 5:
      - order: 2
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 8, column 15:
        text: 'We'll find the way out. Don't worry.'
                  ^"
dialogue,llama-2,xml,1.txt,incorrect_syntax,"mismatched tag: line 14, column 3"
dialogue,llama-2,xml,31.txt,incorrect_syntax,"mismatched tag: line 15, column 2"
dialogue,llama-2,xml,41.txt,key_completeness,The key 'game' is missing.
dialogue,llama-2,xml,48.txt,incorrect_syntax,"junk after document element: line 20, column 12"
dialogue,llama-2,xml,60.txt,incorrect_syntax,"mismatched tag: line 12, column 10"
dialogue,llama-2,xml,65.txt,incorrect_syntax,"mismatched tag: line 9, column 10"
dialogue,llama-2,xml,7.txt,incorrect_syntax,"syntax error: line 1, column 0"
dialogue,llama-2,xml,70.txt,incorrect_syntax,"mismatched tag: line 9, column 3"
dialogue,llama-2,xml,85.txt,incorrect_syntax,"mismatched tag: line 5, column 30"
dialogue,llama-2,yaml,13.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker name
        ^"
dialogue,llama-2,yaml,17.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue_order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker_name
        ^"
dialogue,llama-2,yaml,21.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 10, column 5:
        - order: 30
        ^
expected <block end>, but found '?'
  in ""<unicode string>"", line 11, column 5:
        speaker: CharacterN
        ^"
dialogue,llama-2,yaml,22.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: 1
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: John
        ^"
dialogue,llama-2,yaml,28.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: 1
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: Jane
        ^"
dialogue,llama-2,yaml,30.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: 1
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: Player 1
        ^"
dialogue,llama-2,yaml,33.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: 1
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: John
        ^"
dialogue,llama-2,yaml,37.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker name
        ^"
dialogue,llama-2,yaml,43.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker name
        ^"
dialogue,llama-2,yaml,50.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 8, column 1:
    ```
    ^"
dialogue,llama-2,yaml,55.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue_order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker_name
        ^"
dialogue,llama-2,yaml,56.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker name
        ^"
dialogue,llama-2,yaml,62.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 1, column 1:
    game:
    ^
expected <block end>, but found '-'
  in ""<unicode string>"", line 29, column 1:
    - order: 9
    ^"
dialogue,llama-2,yaml,63.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: ""dialogue order""
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: ""speaker name""
        ^"
dialogue,llama-2,yaml,67.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: 1
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: John
        ^"
dialogue,llama-2,yaml,7.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker name
        ^"
dialogue,llama-2,yaml,75.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: 10
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: A
        ^"
dialogue,llama-2,yaml,77.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 12, column 1:
    ```
    ^"
dialogue,llama-2,yaml,78.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: 1
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: player
        ^"
dialogue,llama-2,yaml,86.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,93.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: 'dialogue_order'
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: 'SpeakerName'
        ^"
dialogue,llama-2,yaml,97.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: ""1""
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: ""Player""
        ^"
dialogue,llama-2,yaml,99.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker name
        ^"
dialogue,llama3.1,yaml,15.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 8, column 88:
     ...  give up easily. Here's a secret: the sword is hidden where the  ... 
                                         ^"
dialogue,llama3.1,yaml,36.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 9, column 5:
      - order: 3
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 11, column 15:
        text: 'I\'m good too. So, what do you want ... 
                  ^"
dialogue,llama3.1,yaml,40.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 12, column 5:
      - order: 4
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 14, column 14:
        text: 'I'll take that chance. I've been t ... 
                 ^"
dialogue,llama3.1,yaml,52.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 12, column 5:
      - order: 4
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 14, column 14:
        text: 'I'm up for it! Where is the village?'
                 ^"
dialogue,llama3.1,yaml,57.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 9, column 7:
        - order: 3
          ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 11, column 16:
          text: 'I'm just passing through. I was wo ... 
                   ^"
dialogue,llama3.1,yaml,71.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 18, column 5:
      - order: 6
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 20, column 18:
        text: 'There's a legend about an ancient cave ... 
                     ^"
dialogue,llama3.1,yaml,8.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 3, column 7:
        - order: 1
          ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 5, column 16:
          text: 'I've been searching for the treasu ... 
                   ^"
dialogue,llama3.1,yaml,9.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 9, column 5:
      - order: 3
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 11, column 29:
        text: 'Great. Then let\'s get moving. We have a long jou ... 
                                ^"
dialogue,llama3.1,yaml,95.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 18, column 7:
        - order: 6
          ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 20, column 16:
          text: 'I'm not sure, better be careful.'
                   ^"
dialogue,llama3.1,yaml,96.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 12, column 5:
      - order: 4
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 14, column 16:
        text: 'You're a prisoner, then. You'll be s ... 
                   ^"
