task,model,format,file,error,error_message
character,falcon,yaml,73.txt,incorrect_syntax,"while scanning for the next token
found character '%' that cannot start any token
  in ""<unicode string>"", line 2, column 10:
      game: {% raw %}# Use curly braces to cr ... 
             ^"
character,falcon,yaml,79.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 7:
          - eye_color: green
          ^
expected <block end>, but found '?'
  in ""<unicode string>"", line 11, column 7:
          height: 1.8
          ^"
character,falcon,yaml,81.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 12, column 12:
          units: 'inches'|'centimeters'
               ^"
character,falcon,yaml,82.txt,key_completeness,The key 'game' is missing.
character,falcon,yaml,88.txt,key_completeness,The key 'game' is missing.
character,falcon,yaml,89.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 7:
          - gender: Your gender, e.g. ""Mal ... 
          ^
expected <block end>, but found '?'
  in ""<unicode string>"", line 14, column 7:
          place_of_birth: Location
          ^"
character,falcon,yaml,91.txt,key_completeness,The key 'character' is missing.
character,falcon,yaml,93.txt,key_completeness,The key 'game' is missing.
character,falcon,yaml,94.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 9, column 43:
     ... lor: eye color `(e.g. `eye_color: green`)`
                                         ^"
character,gemini-pro,yaml,70.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 10, column 7:
          - eye_color: silver
          ^
expected <block end>, but found '?'
  in ""<unicode string>"", line 12, column 7:
          height: 5.8
          ^"
character,gpt-3.5-turbo,xml,71.txt,incorrect_syntax,"not well-formed (invalid token): line 16, column 26"
character,llama-2,xml,17.txt,incorrect_syntax,"not well-formed (invalid token): line 2, column 1"
character,llama-2,xml,18.txt,empty_response,No XML content found
character,llama-2,xml,30.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,llama-2,xml,45.txt,incorrect_syntax,"not well-formed (invalid token): line 2, column 1"
character,llama-2,xml,49.txt,incorrect_syntax,"not well-formed (invalid token): line 1, column 0"
character,llama-2,xml,55.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 0"
character,llama-2,xml,60.txt,empty_response,No XML content found
character,llama-2,xml,65.txt,incorrect_syntax,"not well-formed (invalid token): line 3, column 0"
character,llama-2,xml,66.txt,incorrect_syntax,"not well-formed (invalid token): line 17, column 0"
character,llama-2,xml,67.txt,incorrect_syntax,"not well-formed (invalid token): line 20, column 0"
character,llama-2,xml,79.txt,incorrect_syntax,"not well-formed (invalid token): line 21, column 0"
character,llama-2,xml,8.txt,incorrect_syntax,"syntax error: line 2, column 0"
character,llama-2,xml,80.txt,empty_response,No XML content found
character,llama-2,xml,90.txt,incorrect_syntax,"mismatched tag: line 12, column 4"
character,llama-2,yaml,10.txt,incorrect_syntax,"while scanning an alias
  in ""<unicode string>"", line 2, column 1:
    * `game` object contains a child ... 
    ^
expected alphabetic or numeric character, but found ' '
  in ""<unicode string>"", line 2, column 2:
    * `game` object contains a child  ... 
     ^"
character,llama-2,yaml,100.txt,empty_response,No YAML content found
character,llama-2,yaml,13.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 2, column 1:
    ```vbnet
    ^"
character,llama-2,yaml,14.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,18.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 3, column 5:
        age: 24
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 4, column 63:
     ... a small town and I'm an orphan.""""
                                         ^"
character,llama-2,yaml,22.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 3, column 1:
    ```json
    ^"
character,llama-2,yaml,23.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 3, column 1:
    ```javascript
    ^"
character,llama-2,yaml,24.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 6, column 21:
          place_of_birth:
                        ^"
character,llama-2,yaml,3.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 3, column 1:
    ```json
    ^"
character,llama-2,yaml,30.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 5, column 9:
    Response:
            ^"
character,llama-2,yaml,32.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,33.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 4, column 1:
    ```json
    ^"
character,llama-2,yaml,35.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,38.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,39.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 7, column 1:
    ```json
    ^"
character,llama-2,yaml,4.txt,key_completeness,The key 'game' is missing.
character,llama-2,yaml,41.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 3, column 1:
    ```vbnet
    ^"
character,llama-2,yaml,42.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 4, column 1:
    ```yaml
    ^"
character,llama-2,yaml,44.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 3, column 1:
    ```vbnet
    ^"
character,llama-2,yaml,45.txt,incorrect_syntax,"expected '<document start>', but found '}'
  in ""<unicode string>"", line 42, column 1:
    }
    ^"
character,llama-2,yaml,46.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 3, column 1:
    ```
    ^"
character,llama-2,yaml,47.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,49.txt,incorrect_syntax,"while scanning for the next token
found character '\t' that cannot start any token
  in ""<unicode string>"", line 2457, column 3:
     s	
      ^"
character,llama-2,yaml,50.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 4, column 1:
    ```vbnet
    ^"
character,llama-2,yaml,52.txt,incorrect_syntax,"while scanning for the next token
found character '\t' that cannot start any token
  in ""<unicode string>"", line 1230, column 1:
    	
    ^"
character,llama-2,yaml,72.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,75.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,8.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,86.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 14, column 1:
    ```
    ^"
character,llama-2,yaml,90.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,92.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,94.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,mpt,yaml,23.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
dialogue,falcon,xml,26.txt,key_completeness,The key 'game' is missing.
dialogue,falcon,xml,32.txt,incorrect_syntax,"not well-formed (invalid token): line 7, column 32"
dialogue,falcon,xml,58.txt,incorrect_syntax,"mismatched tag: line 7, column 52"
dialogue,falcon,xml,71.txt,empty_response,No XML content found
dialogue,falcon,xml,82.txt,incorrect_syntax,"not well-formed (invalid token): line 5, column 16"
dialogue,falcon,xml,90.txt,incorrect_syntax,"junk after document element: line 13, column 0"
dialogue,falcon,xml,95.txt,incorrect_syntax,"mismatched tag: line 11, column 27"
dialogue,falcon,yaml,31.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 7, column 1:
    ```
    ^"
dialogue,falcon,yaml,43.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 4, column 5:
    game:
        ^"
dialogue,falcon,yaml,68.txt,key_completeness,The key 'game' is not a dictionary.
dialogue,falcon,yaml,72.txt,key_completeness,The key 'game' is missing.
dialogue,falcon,yaml,73.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 1, column 1:
    game:
    ^
expected <block end>, but found '-'
  in ""<unicode string>"", line 7, column 1:
    - order: 1
    ^"
dialogue,falcon,yaml,88.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 8, column 1:
    ```
    ^"
dialogue,gemini-pro,yaml,46.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 17, column 71:
     ... on enough. But for now, remember: the path to the Lost City is h ... 
                                         ^"
dialogue,gpt-3.5-turbo,xml,75.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 41"
dialogue,gpt-4,yaml,39.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 11, column 58:
     ... terested in the book ""The Cosmos: A Spacetime Odyssey.""
                                         ^"
dialogue,gpt-4,yaml,40.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 3, column 5:
      - order: 1
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 5, column 102:
     ... ing mountains and a vast ocean.""""
                                         ^"
dialogue,gpt-4,yaml,57.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 6, column 5:
      - order: 2
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 8, column 43:
     ... 'I wish I knew, Anna. But I don't! This map seems to be cryptic.'
                                         ^"
dialogue,llama-2,xml,22.txt,empty_response,No XML content found
dialogue,llama-2,xml,31.txt,incorrect_syntax,"not well-formed (invalid token): line 2, column 1"
dialogue,llama-2,xml,34.txt,incorrect_syntax,"mismatched tag: line 23, column 2"
dialogue,llama-2,xml,39.txt,empty_response,No XML content found
dialogue,llama-2,xml,41.txt,empty_response,No XML content found
dialogue,llama-2,xml,43.txt,empty_response,No XML content found
dialogue,llama-2,xml,48.txt,empty_response,No XML content found
dialogue,llama-2,xml,49.txt,incorrect_syntax,"syntax error: line 2, column 0"
dialogue,llama-2,xml,52.txt,incorrect_syntax,"not well-formed (invalid token): line 16, column 0"
dialogue,llama-2,xml,62.txt,empty_response,No XML content found
dialogue,llama-2,xml,73.txt,incorrect_syntax,"not well-formed (invalid token): line 16, column 0"
dialogue,llama-2,xml,76.txt,incorrect_syntax,"mismatched tag: line 8, column 10"
dialogue,llama-2,xml,80.txt,incorrect_syntax,"not well-formed (invalid token): line 11, column 0"
dialogue,llama-2,xml,90.txt,empty_response,No XML content found
dialogue,llama-2,xml,93.txt,incorrect_syntax,"not well-formed (invalid token): line 2, column 1"
dialogue,llama-2,yaml,14.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 15, column 1:
    ```
    ^"
dialogue,llama-2,yaml,35.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 78, column 1:
    ```
    ^"
dialogue,llama-2,yaml,43.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 6, column 1:
    ```
    ^"
dialogue,llama-2,yaml,5.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 9, column 1:
    ```
    ^"
dialogue,llama-2,yaml,55.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 6, column 1:
    ```
    ^"
dialogue,llama-2,yaml,60.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 6, column 1:
    ```
    ^"
dialogue,llama-2,yaml,7.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 6, column 1:
    ```
    ^"
dialogue,llama-2,yaml,72.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 12, column 1:
    ```
    ^"
dialogue,llama-2,yaml,75.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 5, column 12:
        text: A: Hello, B!
               ^"
dialogue,llama-2,yaml,76.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 9, column 1:
    ```
    ^"
dialogue,llama-2,yaml,77.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 6, column 1:
    ```
    ^"
dialogue,llama-2,yaml,79.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 121, column 1:
    ```
    ^"
dialogue,llama-2,yaml,86.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,93.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 6, column 1:
    ```
    ^"
dialogue,llama3.1,yaml,15.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 9, column 105:
     ... . Let me share a secret with you: the sword is hidden where the  ... 
                                         ^"
dialogue,llama3.1,yaml,36.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 10, column 5:
      - order: 3
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 12, column 14:
        text: 'I'm good too. So, what do you want ... 
                 ^"
dialogue,llama3.1,yaml,46.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 10, column 5:
      - order: 3
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 12, column 54:
     ... , the ruins are treacherous. I\'ve heard rumors of deadly traps  ... 
                                         ^"
dialogue,llama3.1,yaml,57.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 10, column 5:
      - order: 3
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 12, column 61:
     ... through. I was wondering if you've seen any creatures in the area.'
                                         ^"
dialogue,llama3.1,yaml,8.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 8, column 5:
      - order: 2
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 10, column 25:
        text: 'You shouldn\'t have come here.\nNow you\'ll n ... 
                            ^"
dialogue,llama3.1,yaml,9.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 10, column 5:
      - order: 3
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 12, column 29:
        text: 'Great. Then let\'s get moving. We have a long jou ... 
                                ^"
dialogue,llama3.1,yaml,95.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 18, column 5:
      - order: 6
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 20, column 18:
        text: 'I don't know what you're talking about ... 
                     ^"
dialogue,llama3.1-70b,yaml,23.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 10, column 5:
      - order: 3
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 12, column 155:
     ... nge energy readings that we don't fully understand.'
                                         ^"
dialogue,llama3.1-70b,yaml,24.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 10, column 73:
     ... and opening of our newest wonder: the Clockwork Spire!
                                         ^"
dialogue,mpt,yaml,56.txt,key_completeness,The key 'game' is not a dictionary.
enemy,falcon,xml,15.txt,key_completeness,The key 'game' is missing.
enemy,falcon,xml,21.txt,incorrect_syntax,"mismatched tag: line 9, column 11"
enemy,falcon,xml,26.txt,key_completeness,The key 'game' is missing.
enemy,falcon,xml,29.txt,incorrect_syntax,"junk after document element: line 17, column 0"
enemy,falcon,xml,47.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 16"
enemy,falcon,xml,52.txt,incorrect_syntax,"not well-formed (invalid token): line 16, column 0"
enemy,falcon,xml,53.txt,key_completeness,The key 'enemy' is missing.
enemy,falcon,xml,64.txt,incorrect_syntax,"not well-formed (invalid token): line 16, column 0"
enemy,falcon,xml,71.txt,key_completeness,The key 'game' is missing.
enemy,falcon,xml,91.txt,incorrect_syntax,"not well-formed (invalid token): line 38, column 0"
enemy,falcon,yaml,18.txt,key_completeness,The key 'game' is missing.
enemy,falcon,yaml,22.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 2, column 3:
      game: 1
      ^
expected <block end>, but found '-'
  in ""<unicode string>"", line 11, column 3:
      - rules: { ""game-keywords"": {""na ... 
      ^"
enemy,falcon,yaml,42.txt,key_completeness,The key 'game' is missing.
enemy,falcon,yaml,45.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 12, column 9:
            -
            ^
expected <block end>, but found '?'
  in ""<unicode string>"", line 18, column 9:
            mana:
            ^"
enemy,falcon,yaml,46.txt,key_completeness,The key 'game' is missing.
enemy,falcon,yaml,51.txt,key_completeness,The key 'game' is missing.
enemy,falcon,yaml,74.txt,key_completeness,The key 'game' is missing.
enemy,falcon,yaml,9.txt,incorrect_syntax,"expected a single document in the stream
  in ""<unicode string>"", line 2, column 1:
    game:
    ^
but found another document
  in ""<unicode string>"", line 31, column 1:
    ---
    ^"
enemy,gemini-pro,json,28.txt,key_completeness,The root of the result is not a dictionary.
enemy,llama-2,xml,15.txt,incorrect_syntax,"not well-formed (invalid token): line 16, column 0"
enemy,llama-2,xml,17.txt,empty_response,No XML content found
enemy,llama-2,xml,26.txt,empty_response,No XML content found
enemy,llama-2,xml,34.txt,empty_response,No XML content found
enemy,llama-2,xml,55.txt,empty_response,No XML content found
enemy,llama-2,xml,6.txt,empty_response,No XML content found
enemy,llama-2,xml,62.txt,key_completeness,The key 'game' is not a dictionary.
enemy,llama-2,xml,63.txt,empty_response,No XML content found
enemy,llama-2,xml,89.txt,empty_response,No XML content found
enemy,llama-2,xml,9.txt,key_completeness,The key 'game' is missing.
enemy,llama-2,xml,92.txt,incorrect_syntax,"not well-formed (invalid token): line 1, column 1"
enemy,llama-2,xml,96.txt,incorrect_syntax,"not well-formed (invalid token): line 2, column 0"
enemy,llama-2,xml,98.txt,incorrect_syntax,"no element found: line 3, column 0"
enemy,llama-2,yaml,33.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 12, column 1:
    ```
    ^"
enemy,llama-2,yaml,35.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 3, column 13:
        id: <int: game_enemy_id>
                ^"
enemy,llama-2,yaml,37.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 12, column 1:
    ``` [](#)
    ^"
enemy,llama-2,yaml,42.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 12, column 1:
    ```
    ^"
enemy,llama-2,yaml,50.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 12, column 1:
    ```
    ^"
enemy,llama-2,yaml,72.txt,key_completeness,The key 'game' is missing.
enemy,llama-2,yaml,75.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 12, column 1:
    ```
    ^"
enemy,llama-2,yaml,76.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 12, column 1:
    ```
    ^"
enemy,llama-2,yaml,9.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 12, column 1:
    ```
    ^"
enemy,llama3.1-70b,yaml,40.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 3, column 54:
     ...  what the output might look like:
                                         ^"
enemy,mpt,xml,26.txt,incorrect_syntax,"mismatched tag: line 6, column 187"
enemy,mpt,yaml,19.txt,incorrect_syntax,"expected a single document in the stream
  in ""<unicode string>"", line 2, column 1:
    game:
    ^
but found another document
  in ""<unicode string>"", line 27, column 1:
    ---
    ^"
quest,falcon,xml,10.txt,incorrect_syntax,"mismatched tag: line 19, column 2"
quest,falcon,xml,14.txt,incorrect_syntax,"not well-formed (invalid token): line 17, column 0"
quest,falcon,xml,16.txt,incorrect_syntax,"mismatched tag: line 8, column 6"
quest,falcon,xml,29.txt,incorrect_syntax,"junk after document element: line 13, column 0"
quest,falcon,xml,35.txt,incorrect_syntax,"mismatched tag: line 4, column 29"
quest,falcon,xml,39.txt,key_completeness,The key 'game' is missing.
quest,falcon,xml,45.txt,incorrect_syntax,"not well-formed (invalid token): line 30, column 0"
quest,falcon,xml,49.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
quest,falcon,xml,5.txt,incorrect_syntax,"not well-formed (invalid token): line 48, column 0"
quest,falcon,xml,54.txt,empty_response,No XML content found
quest,falcon,xml,61.txt,incorrect_syntax,"mismatched tag: line 5, column 29"
quest,falcon,xml,64.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 38"
quest,falcon,xml,70.txt,incorrect_syntax,"mismatched tag: line 5, column 27"
quest,falcon,xml,74.txt,incorrect_syntax,"mismatched tag: line 5, column 29"
quest,falcon,xml,80.txt,key_completeness,The key 'reward' is missing.
quest,falcon,xml,96.txt,incorrect_syntax,"mismatched tag: line 4, column 29"
quest,falcon,xml,97.txt,key_completeness,The key 'game' is missing.
quest,falcon,yaml,1.txt,key_completeness,"The key 'title' is missing., The key 'description' is missing., The key 'quest_giver' is missing."
quest,falcon,yaml,14.txt,key_completeness,The key 'title' is missing.
quest,falcon,yaml,2.txt,key_completeness,The key 'title' is missing.
quest,falcon,yaml,37.txt,incorrect_syntax,"while scanning for the next token
found character '%' that cannot start any token
  in ""<unicode string>"", line 16, column 2:
    {% set game = deepcopy(quest_temp ... 
     ^"
quest,falcon,yaml,39.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 1, column 1:
    game:
    ^
expected <block end>, but found '-'
  in ""<unicode string>"", line 15, column 1:
    - description: YAML output for q ... 
    ^"
quest,falcon,yaml,40.txt,key_completeness,The key 'game' is missing.
quest,falcon,yaml,42.txt,key_completeness,The key 'title' is missing.
quest,falcon,yaml,44.txt,key_completeness,The key 'title' is missing.
quest,falcon,yaml,48.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 16, column 8:
          y: 9 minutes
           ^"
quest,falcon,yaml,50.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 9, column 13:
          amount: quantity
                ^"
quest,falcon,yaml,57.txt,key_completeness,The key 'quest_giver' is missing.
quest,falcon,yaml,59.txt,key_completeness,The key 'title' is missing.
quest,falcon,yaml,6.txt,key_completeness,The key 'objective' is missing.
quest,falcon,yaml,62.txt,key_completeness,The key 'game' is missing.
quest,falcon,yaml,63.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 1, column 1:
    game:
    ^
expected <block end>, but found '-'
  in ""<unicode string>"", line 13, column 1:
    - id: quest_id
    ^"
quest,falcon,yaml,7.txt,key_completeness,The key 'title' is missing.
quest,falcon,yaml,83.txt,key_completeness,"The key 'title' is missing., The key 'quest_giver' is missing."
quest,falcon,yaml,99.txt,incorrect_syntax,"sequence entries are not allowed here
  in ""<unicode string>"", line 2, column 14:
    description: - Description of the quest
                 ^"
quest,gemini-pro,xml,28.txt,incorrect_syntax,"XML or text declaration not at start of entity: line 2, column 0"
quest,gemini-pro,xml,50.txt,incorrect_syntax,"mismatched tag: line 29, column 2"
quest,gemini-pro,xml,57.txt,incorrect_syntax,"mismatched tag: line 5, column 56"
quest,gemini-pro,xml,74.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 32"
quest,gemini-pro,xml,85.txt,incorrect_syntax,"XML or text declaration not at start of entity: line 2, column 0"
quest,gemini-pro,xml,86.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 39"
quest,gemini-pro,yaml,24.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 22, column 1:
    ```
    ^"
quest,gemini-pro,yaml,37.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 14, column 58:
     ... t three ingredients for the cure: a rare flower, a dragon's toot ... 
                                         ^"
quest,gemini-pro,yaml,49.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 28, column 23:
      title: Glowing Chasm: A Glowing Endeavor
                          ^"
quest,gemini-pro,yaml,5.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 2, column 40:
     ... iption: The Dragon's Hoard Quest: Embark on an epic adventure to ... 
                                         ^"
quest,gemini-pro,yaml,66.txt,key_completeness,The root of the result is not a dictionary.
quest,gpt-3.5-turbo,xml,47.txt,incorrect_syntax,"mismatched tag: line 5, column 64"
