task,model,format,file,error,error_message
character,falcon,json,51.txt,empty_response,Extra data: line 21 column 1 (char 655)
character,falcon,json,52.txt,empty_response,No JSON content found
character,falcon,json,53.txt,empty_response,"Expecting ',' delimiter: line 20 column 10 (char 539)"
character,falcon,json,54.txt,key_completeness,The key 'game' is missing.
character,falcon,json,55.txt,empty_response,Expecting property name enclosed in double quotes: line 2 column 3 (char 4)
character,falcon,json,56.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,falcon,json,57.txt,empty_response,No JSON content found
character,falcon,json,58.txt,empty_response,"Expecting ',' delimiter: line 15 column 39 (char 523)"
character,falcon,json,59.txt,empty_response,No JSON content found
character,falcon,json,60.txt,empty_response,Extra data: line 19 column 1 (char 482)
character,falcon,json,61.txt,empty_response,No JSON content found
character,falcon,json,62.txt,empty_response,Expecting value: line 1 column 1 (char 0)
character,falcon,json,63.txt,empty_response,No JSON content found
character,falcon,json,64.txt,empty_response,No JSON content found
character,falcon,json,65.txt,empty_response,No JSON content found
character,falcon,json,66.txt,empty_response,"Expecting ',' delimiter: line 12 column 24 (char 316)"
character,falcon,json,67.txt,empty_response,Extra data: line 20 column 1 (char 499)
character,falcon,json,68.txt,empty_response,No JSON content found
character,falcon,json,69.txt,empty_response,Expecting value: line 1 column 1 (char 0)
character,falcon,json,7.txt,empty_response,No JSON content found
character,falcon,json,70.txt,empty_response,No JSON content found
character,falcon,json,71.txt,empty_response,No JSON content found
character,falcon,json,72.txt,empty_response,Expecting value: line 1 column 1 (char 0)
character,falcon,json,73.txt,empty_response,No JSON content found
character,falcon,json,74.txt,empty_response,No JSON content found
character,falcon,json,75.txt,empty_response,No JSON content found
character,falcon,json,76.txt,empty_response,No JSON content found
character,falcon,json,77.txt,empty_response,No JSON content found
character,falcon,json,78.txt,empty_response,No JSON content found
character,falcon,json,8.txt,empty_response,Expecting property name enclosed in double quotes: line 2 column 5 (char 6)
character,falcon,json,80.txt,empty_response,Expecting value: line 2 column 1 (char 1)
character,falcon,json,81.txt,empty_response,No JSON content found
character,falcon,json,83.txt,empty_response,Expecting value: line 2 column 1 (char 1)
character,falcon,json,84.txt,empty_response,No JSON content found
character,falcon,json,85.txt,empty_response,Expecting value: line 1 column 1 (char 0)
character,falcon,json,86.txt,empty_response,No JSON content found
character,falcon,json,87.txt,empty_response,No JSON content found
character,falcon,json,88.txt,empty_response,No JSON content found
character,falcon,json,89.txt,empty_response,Expecting ':' delimiter: line 12 column 10 (char 301)
character,falcon,json,9.txt,empty_response,Expecting ':' delimiter: line 13 column 43 (char 691)
character,falcon,json,90.txt,empty_response,Expecting value: line 3 column 22 (char 37)
character,falcon,json,91.txt,empty_response,No JSON content found
character,falcon,json,93.txt,empty_response,"Expecting ',' delimiter: line 15 column 31 (char 531)"
character,falcon,json,94.txt,empty_response,"Expecting ',' delimiter: line 6 column 1 (char 372)"
character,falcon,json,95.txt,key_completeness,The key 'game' is missing.
character,falcon,json,96.txt,empty_response,"Expecting ',' delimiter: line 19 column 1 (char 484)"
character,falcon,json,98.txt,empty_response,No JSON content found
character,falcon,json,99.txt,key_completeness,The key 'game' is missing.
character,falcon,xml,1.txt,empty_response,No XML content found
character,falcon,xml,10.txt,empty_response,No XML content found
character,falcon,xml,100.txt,empty_response,No XML content found
character,falcon,xml,11.txt,incorrect_syntax,"mismatched tag: line 11, column 6"
character,falcon,xml,12.txt,empty_response,No XML content found
character,falcon,xml,13.txt,empty_response,No XML content found
character,falcon,xml,14.txt,incorrect_syntax,"mismatched tag: line 10, column 39"
character,falcon,xml,15.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,falcon,xml,16.txt,empty_response,No XML content found
character,falcon,xml,17.txt,key_completeness,The key 'game' is missing.
character,falcon,xml,18.txt,empty_response,No XML content found
character,falcon,xml,19.txt,empty_response,No XML content found
character,falcon,xml,2.txt,empty_response,No XML content found
character,falcon,xml,20.txt,empty_response,No XML content found
character,falcon,xml,21.txt,empty_response,No XML content found
character,falcon,xml,22.txt,empty_response,No XML content found
character,falcon,xml,23.txt,empty_response,No XML content found
character,falcon,xml,24.txt,empty_response,No XML content found
character,falcon,xml,25.txt,incorrect_syntax,"syntax error: line 1, column 0"
character,falcon,xml,26.txt,empty_response,No XML content found
character,falcon,xml,27.txt,incorrect_syntax,"mismatched tag: line 10, column 2"
character,falcon,xml,28.txt,incorrect_syntax,"not well-formed (invalid token): line 20, column 0"
character,falcon,xml,29.txt,incorrect_syntax,"not well-formed (invalid token): line 1, column 0"
character,falcon,xml,3.txt,key_completeness,The key 'character' is missing.
character,falcon,xml,30.txt,incorrect_syntax,"syntax error: line 1, column 0"
character,falcon,xml,31.txt,incorrect_syntax,"not well-formed (invalid token): line 1, column 1"
character,falcon,xml,32.txt,key_completeness,The key 'game' is missing.
character,falcon,xml,33.txt,incorrect_syntax,"mismatched tag: line 4, column 12"
character,falcon,xml,34.txt,incorrect_syntax,"not well-formed (invalid token): line 1, column 1"
character,falcon,xml,35.txt,incorrect_syntax,"not well-formed (invalid token): line 10, column 36"
character,falcon,xml,36.txt,incorrect_syntax,"not well-formed (invalid token): line 1, column 2"
character,falcon,xml,37.txt,empty_response,No XML content found
character,falcon,xml,38.txt,empty_response,No XML content found
character,falcon,xml,39.txt,incorrect_syntax,"unclosed token: line 13, column 1"
character,falcon,xml,4.txt,incorrect_syntax,"not well-formed (invalid token): line 1, column 0"
character,falcon,xml,40.txt,incorrect_syntax,"not well-formed (invalid token): line 11, column 0"
character,falcon,xml,41.txt,incorrect_syntax,"not well-formed (invalid token): line 13, column 0"
character,falcon,xml,42.txt,incorrect_syntax,"syntax error: line 1, column 0"
character,falcon,xml,43.txt,incorrect_syntax,"not well-formed (invalid token): line 1, column 0"
character,falcon,xml,44.txt,key_completeness,The key 'game' is missing.
character,falcon,xml,45.txt,empty_response,No XML content found
character,falcon,xml,46.txt,empty_response,No XML content found
character,falcon,xml,47.txt,incorrect_syntax,"not well-formed (invalid token): line 18, column 0"
character,falcon,xml,48.txt,empty_response,No XML content found
character,falcon,xml,49.txt,empty_response,No XML content found
character,falcon,xml,5.txt,empty_response,No XML content found
character,falcon,xml,50.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 0"
character,falcon,xml,51.txt,incorrect_syntax,"syntax error: line 2, column 0"
character,falcon,xml,52.txt,incorrect_syntax,"no element found: line 17, column 0"
character,falcon,xml,53.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 3"
character,falcon,xml,54.txt,incorrect_syntax,"not well-formed (invalid token): line 6, column 12"
character,falcon,xml,55.txt,incorrect_syntax,"junk after document element: line 2, column 0"
character,falcon,xml,56.txt,empty_response,No XML content found
character,falcon,xml,57.txt,empty_response,No XML content found
character,falcon,xml,58.txt,incorrect_syntax,"not well-formed (invalid token): line 1, column 1"
character,falcon,xml,6.txt,incorrect_syntax,"unclosed token: line 2, column 0"
character,falcon,xml,60.txt,empty_response,No XML content found
character,falcon,xml,61.txt,empty_response,No XML content found
character,falcon,xml,62.txt,incorrect_syntax,"XML declaration not well-formed: line 1, column 6"
character,falcon,xml,63.txt,empty_response,No XML content found
character,falcon,xml,64.txt,incorrect_syntax,"mismatched tag: line 9, column 3"
character,falcon,xml,65.txt,incorrect_syntax,"mismatched tag: line 9, column 20"
character,falcon,xml,66.txt,incorrect_syntax,"mismatched tag: line 17, column 2"
character,falcon,xml,68.txt,empty_response,No XML content found
character,falcon,xml,69.txt,incorrect_syntax,"not well-formed (invalid token): line 1, column 1"
character,falcon,xml,70.txt,incorrect_syntax,"not well-formed (invalid token): line 17, column 0"
character,falcon,xml,71.txt,incorrect_syntax,"syntax error: line 1, column 0"
character,falcon,xml,72.txt,incorrect_syntax,"not well-formed (invalid token): line 1, column 0"
character,falcon,xml,73.txt,incorrect_syntax,"not well-formed (invalid token): line 10, column 38"
character,falcon,xml,74.txt,incorrect_syntax,"not well-formed (invalid token): line 12, column 0"
character,falcon,xml,76.txt,empty_response,No XML content found
character,falcon,xml,77.txt,incorrect_syntax,"not well-formed (invalid token): line 14, column 0"
character,falcon,xml,78.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,falcon,xml,79.txt,incorrect_syntax,"mismatched tag: line 5, column 58"
character,falcon,xml,8.txt,empty_response,No XML content found
character,falcon,xml,81.txt,incorrect_syntax,"not well-formed (invalid token): line 2, column 0"
character,falcon,xml,83.txt,incorrect_syntax,"syntax error: line 1, column 0"
character,falcon,xml,84.txt,incorrect_syntax,"syntax error: line 1, column 0"
character,falcon,xml,85.txt,empty_response,No XML content found
character,falcon,xml,86.txt,empty_response,No XML content found
character,falcon,xml,87.txt,empty_response,No XML content found
character,falcon,xml,88.txt,key_completeness,The key 'game' is missing.
character,falcon,xml,89.txt,incorrect_syntax,"unclosed token: line 1, column 0"
character,falcon,xml,9.txt,incorrect_syntax,"not well-formed (invalid token): line 1, column 0"
character,falcon,xml,90.txt,incorrect_syntax,"syntax error: line 1, column 0"
character,falcon,xml,91.txt,key_completeness,The key 'game' is missing.
character,falcon,xml,92.txt,incorrect_syntax,"syntax error: line 1, column 0"
character,falcon,xml,93.txt,incorrect_syntax,"not well-formed (invalid token): line 2, column 1"
character,falcon,xml,94.txt,empty_response,No XML content found
character,falcon,xml,95.txt,empty_response,No XML content found
character,falcon,xml,96.txt,incorrect_syntax,"not well-formed (invalid token): line 2, column 0"
character,falcon,xml,97.txt,empty_response,No XML content found
character,falcon,xml,98.txt,incorrect_syntax,"syntax error: line 1, column 0"
character,falcon,xml,99.txt,empty_response,No XML content found
character,falcon,yaml,1.txt,empty_response,No YAML content found
character,falcon,yaml,10.txt,key_completeness,The key 'game' is missing.
character,falcon,yaml,100.txt,empty_response,No YAML content found
character,falcon,yaml,11.txt,empty_response,No YAML content found
character,falcon,yaml,12.txt,empty_response,No YAML content found
character,falcon,yaml,13.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 3, column 4:
    age: 30
       ^"
character,falcon,yaml,15.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 2, column 10:
    age      : Age or description of the char ... 
             ^"
character,falcon,yaml,16.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 1, column 1:
    ```yaml
    ^"
character,falcon,yaml,17.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 2, column 1:
    ```YAML
    ^"
character,falcon,yaml,18.txt,empty_response,No YAML content found
character,falcon,yaml,19.txt,empty_response,No YAML content found
character,falcon,yaml,2.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 7, column 36:
        physical_appearance: hair_color: black eyes_color: green height ... 
                                       ^"
character,falcon,yaml,20.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 8, column 15:
            height: 5'7''
                  ^"
character,falcon,yaml,21.txt,empty_response,No YAML content found
character,falcon,yaml,22.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 1, column 1:
    `game`
    ^"
character,falcon,yaml,23.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 3, column 10:
        age: `bold`|age or `bold|age` in the  ... 
             ^"
character,falcon,yaml,24.txt,key_completeness,The root of the result is not a dictionary.
character,falcon,yaml,25.txt,incorrect_syntax,"while scanning a simple key
  in ""<unicode string>"", line 20, column 5:
        YAML.
        ^
could not find expected ':'
  in ""<unicode string>"", line 21, column 5:
        first_name: ~
        ^"
character,falcon,yaml,26.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 3, column 4:
    age: 23
       ^"
character,falcon,yaml,27.txt,empty_response,No YAML content found
character,falcon,yaml,28.txt,key_completeness,The key 'game' is missing.
character,falcon,yaml,29.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 7:
          - eye_color: blue
          ^
expected <block end>, but found '?'
  in ""<unicode string>"", line 13, column 7:
          place_of_birth: Los Angeles
          ^"
character,falcon,yaml,3.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 2, column 8:
        age: age of the character(exact)
           ^"
character,falcon,yaml,31.txt,empty_response,No YAML content found
character,falcon,yaml,32.txt,incorrect_syntax,"while scanning a block scalar
  in ""<unicode string>"", line 2, column 3:
    - | Name | Age | Background | Firs ... 
      ^
expected a comment or a line break, but found 'N'
  in ""<unicode string>"", line 2, column 5:
    - | Name | Age | Background | First  ... 
        ^"
character,falcon,yaml,33.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 1, column 3:
    - age: 30
      ^
expected <block end>, but found '-'
  in ""<unicode string>"", line 11, column 3:
      - (species) Dragonborn
      ^"
character,falcon,yaml,34.txt,empty_response,No YAML content found
character,falcon,yaml,35.txt,empty_response,No YAML content found
character,falcon,yaml,36.txt,empty_response,No YAML content found
character,falcon,yaml,37.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 3, column 5:
    game:
        ^"
character,falcon,yaml,38.txt,empty_response,No YAML content found
character,falcon,yaml,4.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 2, column 5:
    game:
        ^"
character,falcon,yaml,40.txt,empty_response,No YAML content found
character,falcon,yaml,41.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 2, column 3:
      name: Jane
      ^
expected <block end>, but found '-'
  in ""<unicode string>"", line 25, column 3:
      - physical_appearance
      ^"
character,falcon,yaml,42.txt,empty_response,No YAML content found
character,falcon,yaml,43.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 11, column 22:
    Output in YAML format:
                         ^"
character,falcon,yaml,44.txt,empty_response,No YAML content found
character,falcon,yaml,45.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 11, column 1:
    ```
    ^"
character,falcon,yaml,46.txt,empty_response,No YAML content found
character,falcon,yaml,47.txt,empty_response,No YAML content found
character,falcon,yaml,48.txt,key_completeness,The root of the result is not a dictionary.
character,falcon,yaml,49.txt,empty_response,No YAML content found
character,falcon,yaml,5.txt,empty_response,No YAML content found
character,falcon,yaml,50.txt,empty_response,No YAML content found
character,falcon,yaml,51.txt,key_completeness,The root of the result is not a dictionary.
character,falcon,yaml,52.txt,key_completeness,The root of the result is not a dictionary.
character,falcon,yaml,53.txt,key_completeness,The key 'game' is missing.
character,falcon,yaml,54.txt,key_completeness,The key 'game' is missing.
character,falcon,yaml,55.txt,empty_response,No YAML content found
character,falcon,yaml,56.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 1, column 1:
    character_name: 
    ^
expected <block end>, but found '-'
  in ""<unicode string>"", line 14, column 1:
    - name: <name of current character>
    ^"
character,falcon,yaml,57.txt,empty_response,No YAML content found
character,falcon,yaml,58.txt,empty_response,No YAML content found
character,falcon,yaml,59.txt,empty_response,No YAML content found
character,falcon,yaml,6.txt,incorrect_syntax,"expected a single document in the stream
  in ""<unicode string>"", line 1, column 1:
    character:
    ^
but found another document
  in ""<unicode string>"", line 4, column 1:
    ---
    ^"
character,falcon,yaml,60.txt,empty_response,No YAML content found
character,falcon,yaml,61.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 3, column 9:
        name: John Smith
            ^"
character,falcon,yaml,62.txt,key_completeness,The key 'game' is missing.
character,falcon,yaml,64.txt,empty_response,No YAML content found
character,falcon,yaml,65.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 2, column 1:
    ```
    ^"
character,falcon,yaml,66.txt,key_completeness,The key 'game' is missing.
character,falcon,yaml,67.txt,empty_response,No YAML content found
character,falcon,yaml,68.txt,empty_response,No YAML content found
character,falcon,yaml,69.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 1, column 1:
    ```
    ^"
character,falcon,yaml,7.txt,empty_response,No YAML content found
character,falcon,yaml,70.txt,empty_response,No YAML content found
character,falcon,yaml,71.txt,empty_response,No YAML content found
character,falcon,yaml,72.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 3, column 4:
      1:
       ^"
character,falcon,yaml,73.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 19, column 1:
    ```
    ^"
character,falcon,yaml,74.txt,empty_response,No YAML content found
character,falcon,yaml,75.txt,empty_response,No YAML content found
character,falcon,yaml,76.txt,empty_response,No YAML content found
character,falcon,yaml,77.txt,empty_response,No YAML content found
character,falcon,yaml,79.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 3, column 1:
    ```yaml
    ^"
character,falcon,yaml,80.txt,empty_response,No YAML content found
character,falcon,yaml,81.txt,incorrect_syntax,"while scanning a simple key
  in ""<unicode string>"", line 5, column 1:
    background:.
    ^
could not find expected ':'
  in ""<unicode string>"", line 6, column 1:
    first_name: ~.
    ^"
character,falcon,yaml,82.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 3, column 1:
    ```
    ^"
character,falcon,yaml,83.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 5, column 9:
          - eye_color: ""<color-code>"".defaul ... 
            ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 5, column 34:
          - eye_color: ""<color-code>"".default(default_color)
                                     ^"
character,falcon,yaml,84.txt,empty_response,No YAML content found
character,falcon,yaml,85.txt,empty_response,No YAML content found
character,falcon,yaml,88.txt,incorrect_syntax,"sequence entries are not allowed here
  in ""<unicode string>"", line 17, column 10:
      array: - (eye_color, hair_color, height ... 
             ^"
character,falcon,yaml,89.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 2, column 10:
        > age: Your age or a description, e.g ... 
             ^"
character,falcon,yaml,9.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 2, column 1:
    ```
    ^"
character,falcon,yaml,91.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 4, column 3:
      character:
      ^
expected <block end>, but found '-'
  in ""<unicode string>"", line 11, column 3:
      - id: Anna
      ^"
character,falcon,yaml,92.txt,empty_response,No YAML content found
character,falcon,yaml,93.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 5:
        - age: 30
        ^
expected <block end>, but found '?'
  in ""<unicode string>"", line 9, column 5:
        character2:
        ^"
character,falcon,yaml,94.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 14, column 1:
    ```
    ^"
character,falcon,yaml,95.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 2, column 1:
    ```
    ^"
character,falcon,yaml,96.txt,empty_response,No YAML content found
character,falcon,yaml,97.txt,incorrect_syntax,"while scanning a block scalar
  in ""<unicode string>"", line 2, column 1:
    | column |
    ^
expected a comment or a line break, but found 'c'
  in ""<unicode string>"", line 2, column 3:
    | column |
      ^"
character,falcon,yaml,98.txt,empty_response,No YAML content found
character,falcon,yaml,99.txt,empty_response,No YAML content found
character,gemini-pro,json,18.txt,key_completeness,The key 'game' is missing.
character,gemini-pro,json,63.txt,key_completeness,The key 'game' is missing.
character,gemini-pro,yaml,25.txt,incorrect_syntax,"while scanning a simple key
  in ""<unicode string>"", line 7, column 5:
        last_name:ข้อมูล Weston
        ^
could not find expected ':'
  in ""<unicode string>"", line 8, column 5:
        physical_appearance:
        ^"
character,gemini-pro,yaml,70.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 10, column 17:
          hair_color: black
                    ^"
character,gpt-3.5-turbo,json,56.txt,empty_response,Extra data: line 23 column 1 (char 858)
character,gpt-3.5-turbo,json,61.txt,empty_response,Extra data: line 21 column 1 (char 746)
character,gpt-3.5-turbo,json,66.txt,empty_response,No JSON content found
character,gpt-3.5-turbo,xml,22.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,gpt-3.5-turbo,xml,26.txt,empty_response,No XML content found
character,gpt-3.5-turbo,xml,29.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,gpt-3.5-turbo,xml,30.txt,incorrect_syntax,"not well-formed (invalid token): line 20, column 0"
character,gpt-3.5-turbo,xml,35.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,gpt-3.5-turbo,xml,4.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,gpt-3.5-turbo,xml,68.txt,incorrect_syntax,"not well-formed (invalid token): line 20, column 0"
character,gpt-3.5-turbo,xml,70.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,gpt-3.5-turbo,xml,71.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,gpt-3.5-turbo,xml,86.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,gpt-3.5-turbo,yaml,16.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,gpt-3.5-turbo,yaml,44.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,gpt-3.5-turbo,yaml,5.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,gpt-3.5-turbo,yaml,56.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,gpt-3.5-turbo,yaml,93.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,gpt-3.5-turbo,yaml,94.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,gpt-3.5-turbo,yaml,97.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,gpt-3.5-turbo,yaml,99.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,gpt-4,xml,10.txt,empty_response,No XML content found
character,gpt-4,yaml,58.txt,incorrect_syntax,"unacceptable character #x0081: special characters are not allowed
  in ""<unicode string>"", position 161"
character,llama-2,json,10.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,llama-2,json,100.txt,empty_response,Expecting value: line 1 column 1 (char 0)
character,llama-2,json,11.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,llama-2,json,12.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,llama-2,json,14.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,llama-2,json,15.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,llama-2,json,16.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,llama-2,json,17.txt,empty_response,No JSON content found
character,llama-2,json,18.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,llama-2,json,19.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,llama-2,json,20.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,llama-2,json,21.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,llama-2,json,22.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,llama-2,json,23.txt,empty_response,No JSON content found
character,llama-2,json,24.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,llama-2,json,25.txt,empty_response,Expecting value: line 1 column 2 (char 1)
character,llama-2,json,26.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,llama-2,json,27.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,llama-2,json,28.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,llama-2,json,29.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,llama-2,json,3.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,llama-2,json,30.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,llama-2,json,31.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,llama-2,json,32.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,llama-2,json,33.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,llama-2,json,34.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,llama-2,json,35.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,llama-2,json,36.txt,empty_response,Expecting value: line 1 column 2 (char 1)
character,llama-2,json,37.txt,empty_response,Extra data: line 21 column 1 (char 580)
character,llama-2,json,38.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,llama-2,json,39.txt,empty_response,Extra data: line 21 column 1 (char 613)
character,llama-2,json,4.txt,empty_response,No JSON content found
