task,model,format,file,error,error_message
character,llama-2,yaml,27.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,29.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,30.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: blue
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: blonde
          ^"
character,llama-2,yaml,32.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: blonde
          ^"
character,llama-2,yaml,33.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: ""brown""
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: ""brown""
          ^"
character,llama-2,yaml,34.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: blue
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,38.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: blue
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: blonde
          ^"
character,llama-2,yaml,4.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: blue
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,42.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 13, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 14, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,44.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: blonde
          ^"
character,llama-2,yaml,47.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,48.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: eye color
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: hair color
          ^"
character,llama-2,yaml,49.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: blue
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,58.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,64.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: green
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,66.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: green
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: blond
          ^"
character,llama-2,yaml,67.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,70.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: ""brown""
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: ""black""
          ^"
character,llama-2,yaml,72.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: blue
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,73.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: blue
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,78.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,80.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,84.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,85.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: blonde
          ^"
character,llama-2,yaml,88.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,90.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: black
          ^"
character,llama-2,yaml,92.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,94.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: blue
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,95.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: ""blue""
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: ""blonde""
          ^"
character,llama-2,yaml,98.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: blue
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: blonde
          ^"
character,llama-2,yaml,99.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama3.1-70b,xml,4.txt,incorrect_syntax,"not well-formed (invalid token): line 13, column 30"
character,llama3.1-70b,xml,44.txt,incorrect_syntax,"not well-formed (invalid token): line 14, column 25"
character,llama3.1-70b,xml,54.txt,incorrect_syntax,"not well-formed (invalid token): line 16, column 17"
character,mpt,yaml,10.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 15, column 73:
     ...  known for my role in ""Star Trek: Discovery.""
                                         ^"
character,mpt,yaml,23.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
dialogue,falcon,xml,18.txt,incorrect_syntax,"not well-formed (invalid token): line 7, column 21"
dialogue,falcon,xml,31.txt,key_completeness,The key 'dialogues' is missing.
dialogue,falcon,xml,32.txt,incorrect_syntax,"unclosed CDATA section: line 11, column 0"
dialogue,falcon,xml,44.txt,incorrect_syntax,"mismatched tag: line 14, column 4"
dialogue,falcon,xml,66.txt,incorrect_syntax,"not well-formed (invalid token): line 12, column 17"
dialogue,falcon,yaml,31.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: 1 # Added a value for ' ... 
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: Player 1
        ^"
dialogue,falcon,yaml,36.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 12, column 1:
    ```
    ^"
dialogue,falcon,yaml,4.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 6, column 5:
        text: dialogue or narration
        ^"
dialogue,falcon,yaml,92.txt,key_completeness,The key 'game' is missing.
dialogue,gemini-pro,yaml,11.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 26, column 38:
     ... text: You must pass three trials: the trial of strength, the tri ... 
                                         ^"
dialogue,gemini-pro,yaml,4.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 23, column 175:
     ... rtain, but one thing is for sure: it will be a world of wonders.
                                         ^"
dialogue,gemini-pro,yaml,46.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 29, column 70:
     ... ty, Emily. But for now, remember: the path to the Lost City is h ... 
                                         ^"
dialogue,gemini-pro,yaml,69.txt,incorrect_syntax,"while scanning a simple key
  in ""<unicode string>"", line 36, column 6:
         Who was the murderer?
         ^
could not find expected ':'
  in ""<unicode string>"", line 37, column 1:
    
    ^"
dialogue,gpt-4,yaml,39.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 11, column 91:
     ... terested in the book ""The Cosmos: A Spacetime Odyssey.""
                                         ^"
dialogue,gpt-4,yaml,65.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: 1
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: Jane
        ^"
dialogue,llama-2,xml,1.txt,incorrect_syntax,"mismatched tag: line 10, column 8"
dialogue,llama-2,xml,31.txt,incorrect_syntax,"mismatched tag: line 11, column 8"
dialogue,llama-2,xml,43.txt,incorrect_syntax,"mismatched tag: line 11, column 8"
dialogue,llama-2,xml,49.txt,incorrect_syntax,"mismatched tag: line 11, column 8"
dialogue,llama-2,xml,50.txt,empty_response,No XML content found
dialogue,llama-2,xml,52.txt,incorrect_syntax,"mismatched tag: line 11, column 8"
dialogue,llama-2,xml,62.txt,incorrect_syntax,"mismatched tag: line 11, column 8"
dialogue,llama-2,xml,7.txt,incorrect_syntax,"syntax error: line 1, column 0"
dialogue,llama-2,xml,70.txt,incorrect_syntax,"mismatched tag: line 11, column 8"
dialogue,llama-2,xml,71.txt,incorrect_syntax,"mismatched tag: line 11, column 8"
dialogue,llama-2,xml,80.txt,incorrect_syntax,"mismatched tag: line 9, column 2"
dialogue,llama-2,yaml,10.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,11.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker name
        ^"
dialogue,llama-2,yaml,13.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker name
        ^"
dialogue,llama-2,yaml,19.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker name
        ^"
dialogue,llama-2,yaml,21.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: 1
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: Talker
        ^"
dialogue,llama-2,yaml,22.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: 1
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: John
        ^"
dialogue,llama-2,yaml,30.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: 1
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: Player 1
        ^"
dialogue,llama-2,yaml,38.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: 1
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: the player
        ^"
dialogue,llama-2,yaml,41.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker name
        ^"
dialogue,llama-2,yaml,43.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker name
        ^"
dialogue,llama-2,yaml,5.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 9, column 1:
    ```
    ^"
dialogue,llama-2,yaml,51.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker name
        ^"
dialogue,llama-2,yaml,53.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker name
        ^"
dialogue,llama-2,yaml,56.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker name
        ^"
dialogue,llama-2,yaml,59.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker name
        ^"
dialogue,llama-2,yaml,63.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 6, column 1:
    ```
    ^"
dialogue,llama-2,yaml,68.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker name
        ^"
dialogue,llama-2,yaml,7.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker name
        ^"
dialogue,llama-2,yaml,71.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker name
        ^"
dialogue,llama-2,yaml,74.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker name
        ^"
dialogue,llama-2,yaml,75.txt,empty_response,No YAML content found
dialogue,llama-2,yaml,76.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker name
        ^"
dialogue,llama-2,yaml,78.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: 1
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: player
        ^"
dialogue,llama-2,yaml,79.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: 2
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: player
        ^"
dialogue,llama-2,yaml,86.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker name
        ^"
dialogue,llama-2,yaml,97.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 9, column 1:
    ```
    ^"
dialogue,llama-2,yaml,99.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 4:
       - order: dialogue order
       ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 4, column 5:
        speaker: speaker name
        ^"
dialogue,llama3.1,yaml,15.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 8, column 104:
     ... . Let me share a secret with you: the sword is hidden where the  ... 
                                         ^"
dialogue,llama3.1,yaml,36.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 9, column 6:
       - order: 3
         ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 11, column 16:
         text: 'I\'m good too. So, what do you want ... 
                   ^"
dialogue,llama3.1,yaml,40.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 12, column 6:
       - order: 4
         ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 14, column 15:
         text: 'I'll take that chance. I've been t ... 
                  ^"
dialogue,llama3.1,yaml,46.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 15, column 6:
       - order: 5
         ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 17, column 68:
     ... mean like the Shadowborn? They\'re a dark and malevolent force t ... 
                                         ^"
dialogue,llama3.1,yaml,54.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 6, column 6:
       - order: 2
         ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 8, column 106:
     ... orcerer has stolen our kingdom\'s treasure and imprisoned the king.'
                                         ^"
dialogue,llama3.1,yaml,57.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 6, column 6:
       - order: 2
         ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 8, column 36:
         text: 'Ah, a traveler. We don't get many strangers here. What  ... 
                                       ^"
dialogue,llama3.1,yaml,71.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 6, column 6:
       - order: 2
         ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 8, column 23:
         text: 'We haven\'t had a stranger here for years. ... 
                          ^"
dialogue,llama3.1,yaml,9.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 6, column 6:
       - order: 2
         ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 8, column 16:
         text: 'I\'ve been preparing for weeks. I k ... 
                   ^"
dialogue,llama3.1,yaml,95.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 18, column 6:
       - order: 6
         ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 20, column 20:
         text: 'I don\'t know what you\'re talking abou ... 
                       ^"
dialogue,llama3.1,yaml,96.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 12, column 6:
       - order: 4
         ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 14, column 18:
         text: 'You\'re a prisoner, then. You\'ll be  ... 
                     ^"
dialogue,mpt,xml,12.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 17"
dialogue,mpt,xml,27.txt,incorrect_syntax,"not well-formed (invalid token): line 12, column 17"
dialogue,mpt,xml,73.txt,incorrect_syntax,"not well-formed (invalid token): line 32, column 8"
dialogue,mpt,yaml,27.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 3, column 6:
       - order: 1
         ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 5, column 36:
         text: 'As I was saying, there's been an enormous increase in v ... 
                                       ^"
dialogue,mpt,yaml,56.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 38, column 1:
    ```
    ^"
enemy,falcon,xml,47.txt,incorrect_syntax,"not well-formed (invalid token): line 4, column 16"
enemy,falcon,xml,64.txt,incorrect_syntax,"not well-formed (invalid token): line 15, column 0"
enemy,falcon,yaml,22.txt,key_completeness,The key 'game' is missing.
enemy,falcon,yaml,27.txt,key_completeness,The key 'game' is missing.
enemy,falcon,yaml,42.txt,key_completeness,The key 'game' is missing.
enemy,falcon,yaml,9.txt,key_completeness,The key 'enemy' is missing.
enemy,gemini-pro,json,28.txt,key_completeness,The key 'game' is missing.
enemy,llama-2,xml,18.txt,empty_response,No XML content found
enemy,llama-2,xml,28.txt,key_completeness,The key 'game' is missing.
enemy,llama-2,yaml,100.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 12, column 1:
    ```
    ^"
enemy,llama-2,yaml,24.txt,incorrect_syntax,"expected '<document start>', but found '<scalar>'
  in ""<unicode string>"", line 25, column 5:
    ... (and so on, up to Enemy 43)
        ^"
enemy,llama-2,yaml,27.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 12, column 1:
    ```
    ^"
enemy,llama-2,yaml,32.txt,key_completeness,The key 'enemy' is missing.
enemy,llama-2,yaml,54.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 12, column 1:
    ```
    ^"
enemy,llama-2,yaml,72.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 2, column 1:
    ```bash
    ^"
enemy,llama-2,yaml,74.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 12, column 1:
    ```
    ^"
enemy,llama-2,yaml,99.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 12, column 1:
    ```
    ^"
quest,falcon,json,58.txt,key_completeness,"The key 'title' is missing., The key 'objective' is missing., The key 'description' is missing., The key 'reward' is missing., The key 'quest_giver' is missing., The key 'tasks' is missing."
quest,falcon,xml,10.txt,key_completeness,The key 'reward' is missing.
quest,falcon,xml,4.txt,incorrect_syntax,"not well-formed (invalid token): line 19, column 30"
