task,model,format,file,error,error_message
character,gpt-3.5-turbo,xml,30.txt,empty_response,No XML content found
character,gpt-3.5-turbo,xml,35.txt,empty_response,No XML content found
character,gpt-3.5-turbo,xml,4.txt,empty_response,No XML content found
character,gpt-3.5-turbo,xml,68.txt,empty_response,No XML content found
character,gpt-3.5-turbo,xml,70.txt,empty_response,No XML content found
character,gpt-3.5-turbo,xml,71.txt,empty_response,No XML content found
character,gpt-3.5-turbo,xml,86.txt,empty_response,No XML content found
character,gpt-3.5-turbo,yaml,16.txt,empty_response,No YAML content found
character,gpt-3.5-turbo,yaml,44.txt,empty_response,No YAML content found
character,gpt-3.5-turbo,yaml,5.txt,empty_response,No YAML content found
character,gpt-3.5-turbo,yaml,56.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,gpt-3.5-turbo,yaml,93.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 8:
           - eye_color: blue
           ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 9:
            hair_color: brown
            ^"
character,gpt-3.5-turbo,yaml,94.txt,empty_response,No YAML content found
character,gpt-3.5-turbo,yaml,97.txt,empty_response,No YAML content found
character,gpt-3.5-turbo,yaml,99.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: Blue
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: Brown
          ^"
character,gpt-4,yaml,58.txt,empty_response,No YAML content found
character,llama-2,json,70.txt,empty_response,No JSON content found
character,llama-2,xml,1.txt,empty_response,No XML content found
character,llama-2,xml,10.txt,incorrect_syntax,"not well-formed (invalid token): line 1, column 0"
character,llama-2,xml,11.txt,incorrect_syntax,"not well-formed (invalid token): line 12, column 56"
character,llama-2,xml,13.txt,empty_response,No XML content found
character,llama-2,xml,17.txt,empty_response,No XML content found
character,llama-2,xml,18.txt,empty_response,No XML content found
character,llama-2,xml,27.txt,empty_response,No XML content found
character,llama-2,xml,29.txt,empty_response,No XML content found
character,llama-2,xml,30.txt,empty_response,No XML content found
character,llama-2,xml,44.txt,empty_response,No XML content found
character,llama-2,xml,46.txt,empty_response,No XML content found
character,llama-2,xml,47.txt,empty_response,No XML content found
character,llama-2,xml,49.txt,incorrect_syntax,"mismatched tag: line 8, column 17"
character,llama-2,xml,5.txt,incorrect_syntax,"syntax error: line 1, column 0"
character,llama-2,xml,52.txt,empty_response,No XML content found
character,llama-2,xml,55.txt,empty_response,No XML content found
character,llama-2,xml,56.txt,empty_response,No XML content found
character,llama-2,xml,59.txt,empty_response,No XML content found
character,llama-2,xml,60.txt,empty_response,No XML content found
character,llama-2,xml,65.txt,incorrect_syntax,"not well-formed (invalid token): line 8, column 114"
character,llama-2,xml,66.txt,incorrect_syntax,"mismatched tag: line 8, column 31"
character,llama-2,xml,67.txt,incorrect_syntax,"not well-formed (invalid token): line 3, column 218"
character,llama-2,xml,68.txt,empty_response,No XML content found
character,llama-2,xml,69.txt,empty_response,No XML content found
character,llama-2,xml,7.txt,incorrect_syntax,"not well-formed (invalid token): line 9, column 35"
character,llama-2,xml,70.txt,incorrect_syntax,"not well-formed (invalid token): line 3, column 207"
character,llama-2,xml,71.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 1"
character,llama-2,xml,74.txt,incorrect_syntax,"not well-formed (invalid token): line 2, column 1"
character,llama-2,xml,77.txt,empty_response,No XML content found
character,llama-2,xml,79.txt,empty_response,No XML content found
character,llama-2,xml,8.txt,empty_response,No XML content found
character,llama-2,xml,80.txt,empty_response,No XML content found
character,llama-2,xml,83.txt,empty_response,No XML content found
character,llama-2,xml,85.txt,empty_response,No XML content found
character,llama-2,xml,86.txt,empty_response,No XML content found
character,llama-2,xml,87.txt,incorrect_syntax,"syntax error: line 1, column 0"
character,llama-2,xml,90.txt,incorrect_syntax,"not well-formed (invalid token): line 2, column 181"
character,llama-2,xml,93.txt,incorrect_syntax,"not well-formed (invalid token): line 28, column 0"
character,llama-2,xml,95.txt,incorrect_syntax,"syntax error: line 1, column 0"
character,llama-2,yaml,1.txt,empty_response,No YAML content found
character,llama-2,yaml,10.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 1, column 1:
    ```yaml
    ^"
character,llama-2,yaml,100.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 8, column 6:
         - eye_color: blue
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 9, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,13.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 3, column 1:
    ```yaml
    ^"
character,llama-2,yaml,14.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 3, column 5:
        age: 24
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 7, column 18:
        background: ""Jason was born in a small town i ... 
                     ^"
character,llama-2,yaml,16.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: #007bff
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: #00ace5
          ^"
character,llama-2,yaml,18.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,20.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: blue
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: black
          ^"
character,llama-2,yaml,21.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: black
          ^"
character,llama-2,yaml,23.txt,empty_response,No YAML content found
character,llama-2,yaml,24.txt,empty_response,No YAML content found
character,llama-2,yaml,25.txt,empty_response,No YAML content found
character,llama-2,yaml,27.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,29.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 8, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 9, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,3.txt,empty_response,No YAML content found
character,llama-2,yaml,30.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: blue
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: blonde
          ^"
character,llama-2,yaml,32.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: blonde
          ^"
character,llama-2,yaml,33.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,35.txt,empty_response,No YAML content found
character,llama-2,yaml,36.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: blue
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: black
          ^"
character,llama-2,yaml,38.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: blue
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: blonde
          ^"
character,llama-2,yaml,39.txt,empty_response,No YAML content found
character,llama-2,yaml,40.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: green
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,41.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: blue
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: blonde
          ^"
character,llama-2,yaml,42.txt,empty_response,No YAML content found
character,llama-2,yaml,44.txt,empty_response,No YAML content found
character,llama-2,yaml,45.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: blue
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,46.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 9, column 17:
          hair_color: brown
                    ^"
character,llama-2,yaml,47.txt,empty_response,No YAML content found
character,llama-2,yaml,48.txt,empty_response,No YAML content found
character,llama-2,yaml,49.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 10, column 17:
          hair_color: brown
                    ^"
character,llama-2,yaml,5.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 11, column 8:
           - eye_color: green
           ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 12, column 9:
            hair_color: brown
            ^"
character,llama-2,yaml,50.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: black
          ^"
character,llama-2,yaml,51.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: Brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: Brown
          ^"
character,llama-2,yaml,58.txt,empty_response,No YAML content found
character,llama-2,yaml,59.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,6.txt,empty_response,No YAML content found
character,llama-2,yaml,60.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: green
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,62.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 8, column 6:
         - eye_color: blue
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 9, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,63.txt,empty_response,No YAML content found
character,llama-2,yaml,64.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 10, column 17:
          hair_color: brown
                    ^"
character,llama-2,yaml,67.txt,empty_response,No YAML content found
character,llama-2,yaml,7.txt,empty_response,No YAML content found
character,llama-2,yaml,70.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 3, column 5:
        age: 15
        ^
expected <block end>, but found '{'
  in ""<unicode string>"", line 15, column 22:
        species: ""Human"" {}
                         ^"
character,llama-2,yaml,71.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 5, column 6:
         - eye_color: #007bff, hair_color ... 
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 6, column 7:
          place_of_birth: New York City
          ^"
character,llama-2,yaml,72.txt,empty_response,No YAML content found
character,llama-2,yaml,73.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: blue
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,75.txt,empty_response,No YAML content found
character,llama-2,yaml,79.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: blue
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,8.txt,empty_response,No YAML content found
character,llama-2,yaml,80.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,84.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,85.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: blonde
          ^"
character,llama-2,yaml,86.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: green
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,87.txt,empty_response,No YAML content found
character,llama-2,yaml,89.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 11, column 6:
         - eye_color: blue
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 12, column 7:
          hair_color: blonde
          ^"
character,llama-2,yaml,9.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: blue
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,90.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: black
          ^"
character,llama-2,yaml,92.txt,empty_response,No YAML content found
character,llama-2,yaml,93.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: blue
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: brown
          ^"
character,llama-2,yaml,95.txt,empty_response,No YAML content found
character,llama-2,yaml,96.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: black
          ^"
character,llama-2,yaml,97.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: brown
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: black
          ^"
character,llama-2,yaml,98.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 1, column 1:
    ```
    ^"
character,llama-2,yaml,99.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 10, column 17:
          hair_color: brown
                    ^"
character,llama3.1-70b,xml,18.txt,empty_response,No XML content found
character,llama3.1-70b,xml,27.txt,empty_response,No XML content found
character,llama3.1-70b,xml,28.txt,empty_response,No XML content found
character,llama3.1-70b,xml,3.txt,empty_response,No XML content found
character,llama3.1-70b,xml,4.txt,empty_response,No XML content found
character,llama3.1-70b,xml,41.txt,empty_response,No XML content found
character,llama3.1-70b,xml,44.txt,empty_response,No XML content found
character,llama3.1-70b,xml,46.txt,incorrect_syntax,"not well-formed (invalid token): line 11, column 42"
character,llama3.1-70b,xml,5.txt,empty_response,No XML content found
character,llama3.1-70b,xml,53.txt,incorrect_syntax,"not well-formed (invalid token): line 6, column 22"
character,llama3.1-70b,xml,54.txt,empty_response,No XML content found
character,llama3.1-70b,xml,58.txt,empty_response,No XML content found
character,llama3.1-70b,xml,63.txt,empty_response,No XML content found
character,llama3.1-70b,xml,64.txt,empty_response,No XML content found
character,llama3.1-70b,xml,74.txt,empty_response,No XML content found
character,llama3.1-70b,xml,89.txt,empty_response,No XML content found
character,mpt,xml,5.txt,incorrect_syntax,"syntax error: line 1, column 0"
character,mpt,yaml,10.txt,empty_response,No YAML content found
character,mpt,yaml,19.txt,empty_response,No YAML content found
character,mpt,yaml,23.txt,empty_response,No YAML content found
character,mpt,yaml,68.txt,empty_response,No YAML content found
character,mpt,yaml,89.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 9, column 6:
         - eye_color: green
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 10, column 7:
          hair_color: blonde
          ^"
character,mpt,yaml,92.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 10, column 6:
         - height: 5'9
         ^
expected <block end>, but found '<block mapping start>'
  in ""<unicode string>"", line 11, column 7:
          weight: 140
          ^"
dialogue,falcon,json,80.txt,empty_response,Extra data: line 12 column 1 (char 219)
dialogue,falcon,xml,10.txt,incorrect_syntax,"syntax error: line 1, column 0"
dialogue,falcon,xml,14.txt,incorrect_syntax,"mismatched tag: line 43, column 38"
dialogue,falcon,xml,2.txt,key_completeness,The key 'dialogues' is missing.
dialogue,falcon,xml,22.txt,empty_response,No XML content found
dialogue,falcon,xml,26.txt,key_completeness,The key 'dialogues' is missing.
dialogue,falcon,xml,31.txt,incorrect_syntax,"not well-formed (invalid token): line 3, column 28"
dialogue,falcon,xml,33.txt,incorrect_syntax,"not well-formed (invalid token): line 16, column 0"
dialogue,falcon,xml,36.txt,incorrect_syntax,"mismatched tag: line 10, column 2"
dialogue,falcon,xml,37.txt,incorrect_syntax,"not well-formed (invalid token): line 10, column 0"
dialogue,falcon,xml,39.txt,incorrect_syntax,"mismatched tag: line 3, column 49"
dialogue,falcon,xml,43.txt,empty_response,No XML content found
dialogue,falcon,xml,44.txt,key_completeness,The key 'game' is missing.
dialogue,falcon,xml,45.txt,incorrect_syntax,"syntax error: line 1, column 0"
dialogue,falcon,xml,52.txt,empty_response,No XML content found
dialogue,falcon,xml,56.txt,key_completeness,The key 'dialogues' is missing.
dialogue,falcon,xml,6.txt,incorrect_syntax,"not well-formed (invalid token): line 9, column 22"
